Date,qqq,lqd,hyg,tlt,ief,shy,gld,slv,efa,eem,iyr,xle,xlk,xlf,GC=F,RPAR
2010-11-30,-0.004568113053757146,-0.0024490346818470685,-0.001690222788604707,-0.001098743823129329,-0.0017918130320645441,-0.001998149873195105,0.0007205012954374194,0.004563628206582387,-0.00440018101432091,-0.0037797319696251065,-0.0029142351264502776,-0.0028398633861458087,-0.0041249877688269,-0.0032410537054269285,0.0006411315959524979,
2010-12-01,0.0102237986793902,0.005555361155375732,0.007850986896376994,0.0015544736365703023,0.003370194896104478,0.005701029839335664,0.005941268916226722,0.00869711963564776,0.011676703027571927,0.011717185454426966,0.0075163491208564085,0.011932404594525197,0.010259218601761173,0.010011315754198842,0.006332471485207297,
2010-12-02,0.007379612674118645,0.004910669801365391,0.005461174226336967,0.004827766628574985,0.004849839573864561,0.005349217313510373,0.005083287444877076,0.006212222286814022,0.009148513461154577,0.009300622520863949,0.008064812394816495,0.008322714889909504,0.007720418700348146,0.01050174732464278,0.005522208177727333,
2010-12-03,0.0018470657021456205,0.0007581926274516349,0.0016620895538877003,-0.00024239558183853033,0.0013468610140853078,0.0015876115363374944,0.00557151839795381,0.006123649873874292,0.0032605232933638467,0.002049730439673745,0.0016155501250417182,0.002211056368934026,0.0018108217788671422,0.001986933106368092,0.0037602259383239557,
2010-12-06,0.0014200652184258014,0.002890093968255645,0.0013824718579348175,0.004318590429823131,0.002745634069556111,0.0016131621838622137,0.003000774830207629,0.007857937627976028,0.0005885086473465953,0.001154923731609823,0.0016027971318485527,0.0021627871449386143,0.0014943024162666777,0.0012307915404524564,0.0029031574386209165,
2010-12-07,-0.00492046461155506,-0.006892092291513215,-0.004002369122919865,-0.00931328608894519,-0.008347922464748577,-0.005387939724339837,-0.008784296628043893,-0.014723501578474948,-0.004926878052179636,-0.005966828419115996,-0.004381477689208398,-0.005789010436069582,-0.004790042828769998,-0.004768011105641952,-0.006021059166398054,
2010-12-08,-0.00023064143047944806,-0.0022617522194374163,-0.001618776910012918,-0.0029056311005380177,-0.0026802480921141215,-0.0012824113679435457,-0.003478584527806126,-0.0036796269216041824,-0.0003784707046370885,-0.002254043531769443,-0.003962416693865443,-0.0019154239287480258,0.0007177176682811392,0.002320749158450921,-0.00463707903959135,
2010-12-09,0.0027342772162061288,0.0030310455159954586,0.002124892533031022,0.003535877571710957,0.0029745663600475947,0.0025254729780627948,0.0034099664831616213,0.004932036619846949,0.003072492924278949,0.0018617759915911546,0.0003921371743624076,0.003007502427979638,0.002709057090573221,0.005012066161978038,0.003938150651078622,
2010-12-10,0.0014075103616432384,-0.0008467681338811594,0.0001670304042719728,-0.001139056713412745,-0.0016194493969391432,5.901128333118949e-06,0.00013651887426617825,-0.0002793598118116858,0.0005295604200070248,0.0009829992586036784,0.0021472801479961666,0.0009001866947874416,0.0010347745079057004,0.0018699336300290082,-0.001043189690067825,
2010-12-13,0.0006380537528471832,0.0020782941783588794,0.0003287108120844809,0.002086831430322871,0.0019771946703263147,0.0014545531664884861,0.002280706719313779,0.0076971266346000985,0.003487080455157603,0.002623246751379798,0.0018475461301864552,0.0030349830918320825,0.0009384299032510193,0.00120854190490876,0.0032136358654294476,
2010-12-14,-0.002585509560018471,-0.004175053480746858,-0.0019645302394598035,-0.005862796772692157,-0.005064886183226168,-0.003049111213041731,-0.0027627588341789006,-0.0033695156799167106,-0.002644823068487732,-0.002655289926837865,-0.004997245173738306,-0.003886725840254411,-0.0026357184211256083,-0.004731561128883497,-0.002052121234358282,
2010-12-15,-0.004387224431042536,-0.0047520126871017036,-0.004288018894193991,-0.006109758495258921,-0.004323782900428053,-0.003576339895688996,-0.005678442419992336,-0.008572536552653377,-0.00614455111820913,-0.006741614249721129,-0.005716821264705163,-0.004593327730844177,-0.004299063728051423,-0.005170511551690549,-0.006083933730596947,
2010-12-16,0.00624000650129811,0.005663052969312475,0.0054303308368827,0.006074572125889564,0.005879074609608779,0.004736713322987206,0.0033675588024662953,0.006113519873955129,0.0058006859147085345,0.005251765215607982,0.005210928080278175,0.005813813469975591,0.0050079595419100995,0.004947398633348508,0.002509298022593596,
2010-12-17,0.0034438792939686376,0.005094507458720026,0.003558578528787209,0.006915228692242953,0.004988707406624587,0.0034345077959430812,0.0038505514950117723,0.004894224275301378,0.0021621083459149757,0.0035698460696597153,0.004829243535002387,0.003337482139816022,0.0036671465460046456,0.0043814647986403716,0.004464360055672217,
2010-12-20,0.0012709682749276132,0.0009949043983997808,0.0014819054923917818,0.000909827002298096,0.0011028619832881548,0.0011719639551134797,0.0024804652873955217,0.0025272834461138862,0.00157589496902804,0.00021907527845499875,0.0034117188915208808,0.002429415013192653,0.0012837964214295107,0.0012529999968816697,0.002125294082643263,
2010-12-21,0.004935846227729287,0.004151208668500024,0.004149923553137676,0.005121660143340075,0.0041527765424760514,0.0036784018919353307,0.004036947235041062,0.0032384466184951018,0.005398509954485338,0.006645467721310113,0.005914605866035734,0.005746634459280449,0.004921267507799883,0.007200924740592792,0.004115823422492256,
2010-12-22,0.0005708139390716882,0.0004412665558373252,0.0011638403184691093,-0.0008213679296734134,5.382557414666865e-05,0.0005596082773549593,0.00020825673237641947,0.00011849242443634272,0.0009890186713546888,0.001295519290870226,0.0020005294883383407,0.0012940025598673888,0.0003697530076129362,0.0028843796422992262,0.00040563113854342526,
2010-12-23,-0.00232416843647528,-0.001721574954622316,-0.0016141792707383563,-0.0022220417645589,-0.0025183945186962077,-0.002075894284875033,-0.002391503232164314,-0.001533919871167342,-0.0019178276600759193,-0.002028230493663705,-0.002429717050995959,-0.0012486325652702225,-0.0018932939195801615,-0.003314881249887112,-0.0027946222262846022,
2010-12-27,0.0015347488052077996,0.0018126086971782663,0.001580318688586404,0.0032115407295042163,0.0021963483147071105,0.0015444367243677615,0.001959789991955443,0.0012852947134894288,0.0010093076246325962,0.000781427244689894,0.003023711459076486,0.00071300119817014,0.0018217668797414178,0.003189423823061279,0.0017729387905648065,
2010-12-28,-0.0030392094681658847,-0.004267803834188091,-0.0025468953881925406,-0.006591164620998039,-0.004775043191541642,-0.0029414981127233865,0.0005847297708145493,0.0039016873959502795,-0.0025004274891371825,-0.0025018637803063373,-0.0018811191836114374,-0.0019296143747465156,-0.002911565634071192,-0.002674042083173447,0.0006245583733009851,
2010-12-29,0.0043802069108938475,0.005450892520639039,0.004609991468469943,0.007325188292198926,0.006189920666543314,0.004419019072126007,0.004655384821942521,0.006243939168901669,0.005675799246130221,0.006501776725844178,0.004838669427545828,0.005928767026583204,0.004337592052755657,0.00356640194385256,0.005065593833542748,
2010-12-30,-0.0018868192102071738,-0.0013196922582192452,-0.0011902349954805926,-0.0015625209480699055,-0.0018184978427345168,-0.0014836727640501525,-0.002399839654037943,-0.002148774584913631,-0.0023752808006856354,-0.0003924896770627841,-0.0011620491706125604,-0.0012360870893290345,-0.00188691673373818,-0.002037996424021809,-0.0024737415975127734,
2010-12-31,0.0009939169206405521,0.002224829221635565,0.0020808500690417554,0.003938517420550207,0.002732717504325715,0.001964292843555997,0.004192322791217933,0.0045482871917043085,0.0029352841351382875,0.00312073488168994,0.0014758222488136232,0.002019207766816571,0.0014877879992229827,0.0019768349756840212,0.003931169952680485,
2011-01-03,0.007094481410133096,0.004747550655878534,0.004128134053770065,0.0024644095409822866,0.0033546797361077066,0.003925485525732246,0.0029349270188358915,0.0026476049638144254,0.0056219137176733375,0.005904090043048065,0.007082390421033252,0.005467511790855922,0.006196037433927942,0.008361681164014305,0.004184095131326142,
2011-01-04,0.00034383235747989635,0.0007456402865520584,0.00139569976949538,0.000723890342049467,0.0009589979300696785,0.0004405543577151906,-0.004221775657649634,-0.005515630945405863,-0.00012492039309404564,0.00140319924929206,-0.0030660432263902183,-0.0012277752729127167,0.0012736218959928003,0.0002429583378861856,-0.005711543051604023,
2011-01-05,0.0007480562627814179,-0.002420561581739609,-0.0004458029202136873,-0.0053580732992067545,-0.0031074052845768787,-0.0013100741640179915,-0.0015166435464410413,-0.0041850863374105355,-0.0018069837512862377,-0.0014493656197295127,-0.00012866997420700541,-0.00016044456803606462,0.00022060826117979086,0.00138157789690724,-0.001692560047596712,
2011-01-06,0.0013618592709969237,0.001011796204929283,0.0009578713307650147,0.0015905989107161125,0.0017510986441778623,0.0009307578151929177,-8.77505805213062e-05,-0.0006122203328634555,-0.0015836701955438848,-0.0014001423479405026,-0.0003544025460132437,-0.001183514144087505,0.0018823851432870245,-0.0006197942863355398,0.00042474230032885107,
2011-01-07,0.001007560099197447,0.002201515243288066,0.0004180263407053134,0.002253204441344803,0.00251666452405468,0.0014726004298382558,0.0008128033548966188,-0.001065521444369466,0.00038774114972872674,-0.0006588586516815152,0.0011145950210732507,0.002632036332216048,0.0002587026516588822,-0.0005250946472597825,0.0007634826282904243,
2011-01-10,0.0012387506366497549,0.0008358160476216182,0.0003326531005763079,0.0015697636518991588,0.0011689058021721712,0.0005821097027664203,0.0012954565224930548,0.0018392792686972028,0.00013843169272689256,-0.0015870923127889512,0.0004152396208946697,-0.0003038829492313377,0.0006422981173494604,-6.245169803498131e-06,0.0012469113390428889,
2011-01-11,0.0007289484504567766,0.0003520713033457888,0.0012155314048511198,-0.0006762909701095635,-0.000342234460796478,0.0003247847040361272,0.0016216948911849192,0.004685403221757643,0.0018055602994834527,0.0025821564311047404,8.465089882912812e-05,0.0037666407434164472,0.00013323705619717498,0.0011852727432714793,0.0019432393819465688,
2011-01-12,0.004835247049743634,0.003282283643283961,0.0038282639677087718,0.0018509846854645672,0.0028349792237781155,0.00341074521745675,0.004226108106535502,0.004172258631617458,0.00781587002273623,0.007431087949264441,0.004309773212060124,0.006158838762264445,0.005198495097346383,0.0067358310604756,0.003656402901253735,
2011-01-13,0.0014422506563621876,0.002234099472755391,0.0013275805710928127,0.003161881989761906,0.0027188142706866987,0.00144279426645384,-0.0007102661532607966,-0.005525017209711281,0.0019145237534812236,-0.00037083471597154616,0.0019444188328682005,0.0008008246116512743,0.0012174899735231785,0.0007659059386174508,0.0015447427535079331,
2011-01-14,0.004078840611428687,0.0016440623574148503,0.0029230952907256923,0.0013175615777616786,0.0020421546824169476,0.0025942517525298922,0.0005651572663082755,0.0007371072605167847,0.003812770903985036,0.003180145714050093,0.003950921138716197,0.004769081928074188,0.0043675461411166695,0.0057534082323844335,-0.0012272205286023622,
2011-01-18,0.0005940178797392547,-7.756692380324735e-05,1.0583183969230424e-05,-0.0009038555321931609,-0.0004574673152934762,-1.491636369434623e-05,0.0011479335743014118,0.002988585709214746,0.0013446234344413987,-0.0002595148496395262,0.0019120196155608493,0.0012781431008804843,0.0002618480443466619,-0.0011635624497353184,0.001164579392807523,
2011-01-19,-0.006161059077342474,-0.004033681934089434,-0.004499734019863939,-0.002442686192193539,-0.003374288739087534,-0.0037915619766573268,-0.0034520116753103463,-0.004384042900876368,-0.005257054128526368,-0.005432896937388949,-0.0062756178394848885,-0.006306131838222057,-0.005337105086120037,-0.008339181051584838,-0.0035797178216208266,
2011-01-20,-0.004539834958521638,-0.00398815149626568,-0.003519317603228323,-0.005882768653828774,-0.0046790382760525835,-0.0033383290556640473,-0.006893216822938265,-0.011884821293371008,-0.0048404591595084595,-0.005314108197367995,-0.0035507557130908256,-0.004548048309914488,-0.0042006566606704885,-0.002139511961953389,-0.006583482765578608,
2011-01-21,0.0006189806954628274,0.0024470211367339447,0.002965730485160805,0.0037373302329046613,0.0028172578417198493,0.002199465608472977,0.0018925411226182788,0.002002705479765004,0.00323788279288018,6.534622207859291e-05,0.002935427838576015,0.003212843572032691,0.0009920527718261065,0.0037438111465283356,0.0013347518901560874,
2011-01-24,0.005529743138585976,0.0028562284353234623,0.003048917394232289,0.0028514258053113383,0.0027852647375553284,0.0027402753110550206,0.0017412578399357414,-0.0007396140844868259,0.0048908427451291115,0.00431290059292996,0.0037578207195461477,0.0035057802435347974,0.005563297275393389,0.0025208962457489294,0.0032859201280842766,
2011-01-25,0.0021523113728922016,0.0028639421103695993,0.0021752813035210484,0.0037693587988806513,0.0028743092982781437,0.0020114557846145687,0.0014699786584488894,0.0008825145704979053,0.0014680653862196857,0.0006733318196417313,0.003987842820242093,0.001300360936580014,0.002789121773317138,0.0015039100745288803,5.407181768335434e-05,
2011-01-26,0.0009782347637336828,-0.0012018034793431158,0.0003319278800789589,-0.003112570195589775,-0.001296424744865648,-0.0001306581070153849,0.0015463367817180893,0.00494922942093618,0.0011887541438160018,0.0016779401114514322,0.00047601457612491196,0.004705846412249066,0.0010619021553609006,-0.00020508416100260482,2.1898958541983335e-05,
2011-01-27,0.0036155018935338035,0.002715704766452545,0.002645496024686258,0.0032847767592627444,0.0031333311829555032,0.002526691777553882,-0.002541475288140447,-0.002078802472212691,0.0028494997250615574,0.0017025604713049613,0.005171712941444975,0.0012145618599332408,0.0030668546699828348,0.004091143931560772,0.00019326781749497103,
2011-01-28,-0.011985986753079415,-0.006656632264015263,-0.008112097229530204,-0.005864603351506839,-0.005996875216630251,-0.006819144701447701,-0.003240441647507799,0.0007691934141779468,-0.011361003732413923,-0.013237764413218948,-0.010041981848563943,-0.00778238234002039,-0.011528510775255065,-0.010420931923435685,-0.003531446232549031,
2011-01-31,0.0033193861189448007,0.001798908829465096,0.0034238579841726407,0.0008274125654175847,0.0015645148952532443,0.002326588602270663,0.001720997402448421,0.0030097583966492984,0.004081279816473638,0.0044682574710136706,0.0047247087587169116,0.00808798857440407,0.003589306361644385,0.004196512195508273,0.0013211180860609464,
2011-02-01,0.009946450044796338,0.00593180000434744,0.006589122644954379,0.005206241246402751,0.005266643733998886,0.005977475894710435,0.007628691230765847,0.009701416994477938,0.010940797314400282,0.01104253311919555,0.007128151981671014,0.00945006484976477,0.009582359164725017,0.010342815805709291,0.007066162117681793,
2011-02-02,-0.001989125766860278,-0.0020627051767940553,-0.001454675168887576,-0.0016292940674143442,-0.002146029929236448,-0.0017927746464598826,-0.002208806404394159,-0.0029653425574285297,-0.0018380220402061998,-0.0031655333932231857,-0.0016392880849333657,-0.0018350493307588867,-0.0012952466511165993,-0.003226710054410731,-0.002882941479426071,
2011-02-03,-0.0004074759586478027,-0.001241554054428713,-0.0007586033670038361,-0.0024166799994326874,-0.0018995017437007443,-0.0009493939404111096,0.0019244170100596136,0.003575093779240328,-0.0007256771425502251,-0.0010162440377342774,-0.00024346516708872556,-0.0006509749988801782,-0.0004564793920931187,-0.0006382138251386848,0.0023656998741715275,
2011-02-04,0.0005050334241026897,-0.0012308415733214245,0.00025800344652913553,-0.0026450639024313068,-0.001850622160673195,-0.0007834641577059113,-0.0014335182178985178,0.0001610664240782086,-0.0006823745827903419,-0.0006596103167592474,-0.0024319831945918097,-0.0011278146612186915,0.0006654166600619057,-0.000736901449222778,-0.0012081690181454624,
2011-02-07,0.0038029123064772107,0.0030857697501550964,0.0032319136656650737,0.003897709678805592,0.0027747150138670218,0.0027661504131093117,0.0028921707275128307,0.004692793684098194,0.003486942116454781,0.0031198956194524374,0.005108616815253439,0.004021886420046492,0.0038360467972832525,0.005751515944748374,0.002757960813346014,
2011-02-08,0.0013039419564116448,-0.0007417428095326886,0.00020281736144155162,-0.0018515316171666377,-0.0013873387896587677,-0.000277274285287046,0.0022031730434580155,0.006824462323370337,0.0012975463591731716,7.154411131607732e-05,0.0004984077555136943,-0.0006849062356634764,0.0008058772712713578,0.0014100181573016267,0.0023305825183842365,
2011-02-09,0.00039478962827702827,0.0020311534239133705,-0.0003891950182050327,0.0024804617338642834,0.0018804641404223691,0.000882969876853448,0.000634287585616691,-7.028127056510662e-05,0.00015291623277281753,-0.0038548165856980487,0.0012167509440858563,-0.0017904266785898268,0.00036808792361739086,-0.0006748520915468158,0.0009448006463305705,
2011-02-10,-0.000555144787063604,-0.00185154901761762,-0.0006474927655037367,-0.0031746361351113134,-0.0015204349847916011,-0.0009613885007716139,-0.0011965038728653445,-0.0012723623795095663,-0.002173064908573368,-0.0027555395592696865,-0.00021956641358696245,0.0011785087379351646,-0.0017586831232577584,-0.000865849016633007,-0.0012908232707814539,
2011-02-11,0.005784584671284555,0.00543956879853087,0.004838378634731644,0.007217024543695062,0.005256276260966076,0.004336797998403342,0.003538907512972878,0.0026395813808253402,0.004435525304799315,0.006776951888027006,0.005591263773449962,0.0043098002695547205,0.00538312552761302,0.007066794056406157,0.004043090683013517,
2011-02-14,0.001737599337257878,0.0013885856998337776,0.0014106355718493725,0.0013925869327920727,0.0013238221486754575,0.0012584673231543775,0.0022106885884990656,0.006393695145867184,0.0016530105645648162,0.00025032345140130197,0.001224724046165071,0.005657318129639544,0.0015558406592812712,0.0013756443411538032,0.0019496874257350695,
2011-02-15,-0.0010518553660382012,-0.00033288861870048856,-0.001169964826587666,0.00011488290556269662,-0.0003211537667807461,-0.000683145155581899,0.0007556875947626108,-0.000511701483743998,-0.0013693628982418104,-0.00038223700603987596,-0.0014527165524299336,-0.0028647855113774767,-0.0015211016864520976,-0.0010128469197969502,0.0005403375818149316,
2011-02-16,0.0038783624595967762,0.0023382633874124005,0.0026445891344130247,0.0019341160096144085,0.002296694642085764,0.0025555202508930645,0.0027733212612548377,0.0023125679034366265,0.004981711136104297,0.004249911944801524,0.0031540670500871306,0.005247642425492175,0.0036969800739118067,0.0036336992141237003,0.00273940019684086,
2011-02-17,0.0025505137372409874,0.0029896328252778754,0.003075554551816371,0.002931003620470927,0.0033583655274478023,0.0028576096228154586,0.004020363188141305,0.009761311573046348,0.003301363789487564,0.0033160523022679115,0.0028881593633769058,0.004593483257966167,0.002988974900420392,0.0023853649730244493,0.00407330644735132,
2011-02-18,0.0004898540523546569,0.0012278779841850796,0.001539887691235755,0.00030765307657329097,0.0008882607421370504,0.001003160536604222,0.0014795991289459653,0.0058300846560506514,0.0016121942603496554,0.0021482314791771897,0.0017060475381898057,0.0017659195490061475,0.0006357143419933786,0.0013983821795849583,0.0014371226326541555,
2011-02-22,-0.012334134188954567,-0.00598998259816523,-0.008190686130990495,-0.003550111985071488,-0.004614642839584634,-0.006329973795142127,-0.005245182199284689,-0.0035880348522626636,-0.012261968519365892,-0.012936677416365524,-0.008356124044127685,-0.008492455438585652,-0.011433835744918495,-0.012714901911148498,-0.004772837086324763,
2011-02-23,-0.005387796049722353,-0.003979339551628995,-0.0035430811598456554,-0.00301292770898101,-0.004233569913070804,-0.003787478983104524,-0.0019492784029208551,-0.0009497428926931212,-0.0034735837363217654,-0.003561132244024394,-0.005330333464410857,0.00032495541307151106,-0.006093371380400052,-0.004580402771240215,-0.001897377676786531,
2011-02-24,0.0015577769125250996,0.0007184171882197889,0.00064964936539762,0.0017694111467719156,0.0010137368321797347,0.0005924768948593064,-0.0010010962085285958,-0.008735665617972965,0.000663008512643959,0.0009873277841526919,-0.0005948092224293599,-0.0023299787365697487,0.0011884840949874854,1.4424889601461041e-05,0.0007658336359945396,
2011-02-25,0.008942325674208825,0.007104529516053556,0.00677383638505182,0.007340731342551595,0.0068079568970347915,0.006211372445193649,0.007482432885733,0.014881497285061692,0.00855240363007665,0.00856459193715053,0.009731233761955657,0.009343953313575001,0.008690330413507948,0.008944707074352706,0.005230866647118356,
2011-02-28,0.0032534696424042944,0.0033695840794877975,0.0038367356063693236,0.0030973514857822074,0.00275143781327194,0.00290848297575419,0.003244763046233601,0.006215509911607731,0.00464041723283759,0.004023439068936031,0.007016548491155961,0.004376781290239995,0.0036688728706238743,0.0037911490403863103,0.0029223351520354605,
2011-03-01,-0.010858269097813294,-0.007634994306755499,-0.007945508278791397,-0.007058931014554065,-0.007410897161149981,-0.0075168491858397515,-0.004195313143439065,-0.0030478241197726954,-0.010433050132713145,-0.00969147597955054,-0.013019900404946855,-0.011381939799574253,-0.011478919223672928,-0.011911510609532265,-0.004601617231729565,
2011-03-02,0.0004006100393495513,-0.001721142697334184,-0.0004804708798963288,-0.003729459456805691,-0.0017057638439579707,-0.0007503177215506265,-0.0008120465863695927,-0.0008320772382992738,0.00039963446884161847,0.0020811982651365124,-0.002249523593442544,0.0004868543770330901,0.0005734732144617992,-0.0018677835527483437,0.0002537096259279713,
2011-03-03,0.010049781227384251,0.005244349590671219,0.006813086756068802,0.004137552827786454,0.004736324705388144,0.005689230744005451,0.003478772790580779,0.0036122746720600486,0.008651520490172064,0.010056278787631694,0.008967288444284831,0.009526398096406456,0.009299459737345544,0.010243423188461234,0.00314438167541509,
2011-03-04,-0.002333673572611316,-0.0005430006439500971,-0.0017162800304622021,0.00036153674443788544,0.00012869694130790508,-0.0008500326871754719,0.0005208800003907673,0.00629621153519735,-0.0031166211244642687,-0.0010906237273521572,-0.0030234742092411387,-0.0025724086442728824,-0.0028812770409288643,-0.0038145385694827276,0.00041912594688868834,
2011-03-07,-0.0072527022430360615,-0.005060910278406131,-0.004518186366830959,-0.005839159266505059,-0.005057445338766811,-0.004704717022139518,-0.004030561342421049,-0.0014482967345820805,-0.006488792992014162,-0.007376040291812616,-0.005853917569288162,-0.005965781265534412,-0.00713535022814266,-0.005893264250143685,-0.00373537300552326,
2011-03-08,0.004243913168682436,0.003180065463673367,0.003265706548444394,0.00222043979198149,0.0029643218793694716,0.0033680349298794623,0.0029242225354800056,0.0031556950868032807,0.0040662048915395405,0.006121173479816458,0.00593829420977138,0.0017941945495906796,0.005126630030728254,0.007827116509968804,0.00243543246560999,
2011-03-09,-0.00017529488667254343,0.0022226442141418624,0.0006174298658581279,0.0031235018378776135,0.0023525806739126587,0.0013262770536554846,0.0012549176016324283,0.0016948118327570327,0.0012489252368147864,0.0015672763501502552,0.0012845218840552965,-0.00019084488123144905,0.0003467275740694786,0.00118315662066399,0.0015195536173699244,
2011-03-10,-0.009282440013234385,-0.0053488474733851005,-0.007208306258183019,-0.00280410228790421,-0.004460320650597928,-0.005946594154803577,-0.008514061613000381,-0.011321482018645503,-0.011124341470020007,-0.012082491997623514,-0.009269853592738854,-0.013444008900511818,-0.00990316486584323,-0.010216163111586563,-0.008554083417987192,
2011-03-11,0.003819875119519125,0.002389071839177905,0.0025292306452077496,0.001443564097249208,0.0021032912894701017,0.0025969693171643015,0.0032262745400473934,0.006472889164572884,0.0025730163063432698,0.00463622186867009,0.004838277137715065,0.006040440464973287,0.003351153536197851,0.0039120183694996945,0.0038901171631175037,
2011-03-14,-0.002887032320290137,-0.0019580879617788404,-0.002990608592177244,-0.002266482478745222,-0.0017295368628898887,-0.0020599876388176595,-0.0012529054723962572,-0.002293154942084805,-0.005751595106625205,-0.0010058261618793283,-0.0035364685502382674,-0.0010872326710881983,-0.0031091730938977414,-0.003992726915479814,-0.0017428089335444685,
2011-03-15,-0.007180254405646345,-0.00435626125511802,-0.005373054536445242,-0.0013436860300372372,-0.003611872206552445,-0.004433118185919969,-0.008068260803373715,-0.01233559242290648,-0.008524598770063806,-0.007664019644982855,-0.005943938747862863,-0.0058474094456875,-0.00729740286478152,-0.0066563784287934176,-0.008830379372856854,
2011-03-16,-0.010992958870471557,-0.004967795746076841,-0.007402907258494261,-0.003902129118498364,-0.004461360803058543,-0.00580590020310021,-0.006207233554527768,-0.00759136146037953,-0.01236719165071527,-0.01024838332234541,-0.008781092510116006,-0.00936535303252286,-0.01106437118466903,-0.009866915667843368,-0.005674906323566996,
2011-03-17,0.007220822684988421,0.00524601650851852,0.0075349385254418425,0.003840999428458298,0.004762362112000091,0.0052788184365255295,0.006445712315091141,0.006213153728937932,0.012029939355812997,0.007840432090794165,0.007049385499871103,0.011475729863192737,0.0074810496985868455,0.007764018964445958,0.006520212150040567,
2011-03-18,0.001091920950005685,0.001670882324776688,0.0024904145799692226,0.0020791136668641833,0.0014157965422329033,0.001447647088496349,0.003586970768676921,0.0060787088262493775,0.004308308344768284,0.001897082210296839,0.0033080266689741048,0.0006054428640326659,0.0018967947654671227,0.004309415288806582,0.0032378966070837215,
2011-03-21,0.009635969214404972,0.005139310100381423,0.007007557334205928,0.004602311285013561,0.004741674918181117,0.0055650549694038496,0.006892136421083573,0.011790253406461473,0.010717052816597584,0.009626172861217742,0.007975102896719478,0.011854234706007861,0.009152626299174038,0.006762578052418046,0.007234066831921472,
2011-03-22,-0.0018552914543781985,-0.0011281339108753217,-0.001385993757077557,-0.0008276347839090191,-0.0013885608142459027,-0.001542545486678808,-0.0016242781388755166,-0.00013513438592747539,-0.0020678296553089215,-0.0008874831793436221,-0.003293662081420794,-0.0019325726034841216,-0.0018108997772541312,-0.002595826933224736,-0.0013126078202494273,
2011-03-23,0.002084446154735211,0.0008371873529215667,0.0007255260292973098,0.0007078807702111244,0.0007101174338709847,0.0009892466037599767,0.0028207854200085337,0.006198888692960517,0.0012019291971428281,0.0036037448346951354,-0.0005415159654907332,0.0014813327785208408,0.0020730006638859954,0.0004733421291852302,0.002422443676955579,
2011-03-24,0.006508717881336619,0.0022950894023981714,0.00312925202427496,0.0014508524683002298,0.0019321991753780755,0.0028115010494524652,0.0013584644239029897,0.0010351829225054576,0.005621234988412267,0.005259811510707486,0.003886255662797584,0.0036752393301087327,0.0061016749037094715,0.003941036032233098,0.002523400243618341,
2011-03-25,0.0011043892160676006,0.0003165340118262838,0.0006759304355376284,0.00011260052925513356,7.531905986094326e-05,0.00046754519476447157,0.0006680023927574474,0.002105568220235785,-0.0015879396801870584,0.0003994338686621557,0.0016257036763509625,0.002405629866105938,0.001075309570683789,0.0011013294564916265,-0.0006021737112558068,
2011-03-28,-0.002157391871989649,-0.0009928932126191993,-0.0010011659081809834,-0.0007844692089788376,-0.0010020368532079262,-0.0011620688264325542,-0.0021006240639673203,-0.0021657925063887796,-0.0011676383771726019,-0.002080445703264471,-0.0010665852170567193,-0.0015493936799432719,-0.0015302682498077138,-0.0016785372517232047,-0.0019501034648182803,
2011-03-29,0.004243681344091943,0.0013226152346537566,0.0024065282424190035,0.0007592730044422289,0.001718201435147426,0.0022261322190564093,0.0018213222432350794,0.002187169286144819,0.0033423499013526927,0.004590694269007667,0.003193975659593162,0.004743438727037353,0.003691998594802426,0.002665962768743402,0.001762406070367972,
2011-03-30,0.005360469930888083,0.005098717572245031,0.00471940829097453,0.0060085313089415495,0.005103245942011662,0.004533931556130737,0.0050801782853560785,0.006405140387840707,0.006794665690646778,0.006975360265968416,0.006748060491876045,0.005798944084434403,0.005260753608654793,0.0060077017731425195,0.005516238779340758,
2011-03-31,-0.0011953682880419514,-0.002119456911813553,-0.0015831371080431732,-0.001886020618610127,-0.001989099899286515,-0.001593708728207286,0.000241923068003871,-0.00016038763631517124,-0.0024350813514156886,0.00026657896104741673,1.8119844022148647e-05,-0.002124340695936642,-0.0018574555773353519,-0.0022038518883179406,0.0006466955474552806,
2011-04-01,0.0028145707621664152,0.0036546405410185744,0.0024692836002539933,0.003682367895292584,0.003136822552051468,0.0028701812003317697,0.0017662605546141874,0.0031995970627331526,0.004607498438850701,0.005915365065920133,0.0031813991738081438,0.0033119918891746283,0.0023263302945502407,0.004418357133018738,0.0012089132604280594,
2011-04-04,0.00045827326563969246,0.001581570702843278,0.0023466751663200293,0.0013366865071882295,0.0015715540440763575,0.0011674275642728114,0.002039183699949927,0.005026324786862819,0.001383465252000411,0.0028183028545624112,0.0009518168674749371,0.0012446546486164676,0.00042763922640913314,0.0008776425968120404,0.0016938304000953595,
2011-04-05,-0.0022100820182746573,-0.0015757237207863106,-0.0019039383001411014,-0.002488135088385719,-0.0026951190425843216,-0.0019009695517713877,0.0014745300281090493,0.0023584606946627494,-0.002180234529460319,-0.002087316323067907,-0.001350112655537945,-0.001086504005470319,-0.001994920123387041,-0.0018073477795422965,0.0010508268232707163,
2011-04-06,0.000622696429870455,-0.0005121732134157188,0.0005684129450374708,-0.0028701824772294506,-0.0007304758491852372,0.00013245782296998233,0.0005970855230263349,0.001593066994501129,0.0017832009022347873,0.0012175159945662362,-0.00013599244337564995,-0.0019602778512623556,0.001600749851539467,0.0024355334379109906,0.0009452284725525216,
